-0.2   7200  4.20  2.00   72.00    0.00067382551  0.97904    56.79146    57.14580
-0.2   7100  4.20  2.00   74.00    0.00067471715  0.98018    56.86661    57.14580
-0.2   7200  4.20  2.00   74.00    0.00067474838  0.97903    56.86924    57.14580
-0.2   7100  4.20  2.00   72.00    0.00067571997  0.98019    56.95113    57.14580
-0.2   7200  4.20  2.00   70.00    0.00067590569  0.97904    56.96678    57.14580
-0.2   7100  4.20  2.00   76.00    0.00067672712  0.98016    57.03601    57.14580
-0.2   7200  4.20  2.00   76.00    0.00067852227  0.97901    57.18731    57.14580
-0.2   7100  4.20  2.00   70.00    0.00067991062  0.98020    57.30432    57.14580
-0.2   7200  4.20  2.00   68.00    0.00068112923  0.97905    57.40703    57.14580
-0.2   7100  4.20  2.00   78.00    0.00068157462  0.98015    57.44457    57.14580
-0.1   7200  4.20  2.00   74.00    0.00068305432  0.97817    57.56928    57.14580
-0.1   7200  4.20  2.00   72.00    0.00068420850  0.97818    57.66656    57.14580
-0.1   7200  4.20  2.00   76.00    0.00068495686  0.97816    57.72963    57.14580
-0.2   7200  4.20  2.00   78.00    0.00068496543  0.97900    57.73035    57.14580
-0.2   7100  4.20  2.00   68.00    0.00068743918  0.98021    57.93885    57.14580
-0.1   7200  4.20  2.00   70.00    0.00068860310  0.97820    58.03694    57.14580
-0.2   7100  4.20  2.00   80.00    0.00068902677  0.98013    58.07265    57.14580
-0.2   7200  4.20  2.00   66.00    0.00068956513  0.97906    58.11803    57.14580
-0.1   7200  4.20  2.00   78.00    0.00068973781  0.97814    58.13258    57.14580
-0.2   7200  4.20  2.00   80.00    0.00069385233  0.97899    58.47936    57.14580
-0.1   7200  4.20  2.00   68.00    0.00069639097  0.97820    58.69332    57.14580
-0.1   7200  4.20  2.00   80.00    0.00069714605  0.97813    58.75696    57.14580
-0.2   7100  4.20  2.00   66.00    0.00069835034  0.98021    58.85846    57.14580
-0.2   7100  4.20  2.00   82.00    0.00069891141  0.98012    58.90575    57.14580
-0.2   7200  4.20  2.00   64.00    0.00070129373  0.97906    59.10654    57.14580
-0.2   7200  4.20  2.00   82.00    0.00070502892  0.97897    59.42135    57.14580
-0.1   7200  4.20  2.00   82.00    0.00070700312  0.97811    59.58774    57.14580
-0.1   7200  4.20  2.00   66.00    0.00070761822  0.97821    59.63958    57.14580
-0.2   7100  4.20  2.00   84.00    0.00071086466  0.98010    59.91320    57.14580
-0.2   7100  4.20  2.00   64.00    0.00071276337  0.98022    60.07322    57.14580
-0.2   7200  4.20  2.00   62.00    0.00071642921  0.97907    60.38219    57.14580
-0.2   7200  4.20  2.00   84.00    0.00071813199  0.97895    60.52570    57.14580
-0.1   7200  4.20  2.00   84.00    0.00071894126  0.97809    60.59391    57.14580
-0.1   7200  4.20  2.00   64.00    0.00072240239  0.97822    60.88562    57.14580
-0.2   7100  4.20  2.00   86.00    0.00072469015  0.98007    61.07844    57.14580
-0.2   7100  4.20  2.00   62.00    0.00073078982  0.98022    61.59253    57.14580
-0.1   7200  4.20  2.00   86.00    0.00073275505  0.97806    61.75817    57.14580
-0.2   7200  4.20  2.00   86.00    0.00073297330  0.97893    61.77656    57.14580
-0.2   7200  4.20  2.00   60.00    0.00073494417  0.97907    61.94267    57.14580
-0.2   7100  4.20  2.00   88.00    0.00074012101  0.98005    62.37898    57.14580
-0.1   7200  4.20  2.00   62.00    0.00074087250  0.97822    62.44232    57.14580
-0.1   7100  4.20  2.00   76.00    0.00074227968  0.97931    62.56092    57.14580
-0.1   7100  4.20  2.00   74.00    0.00074235802  0.97933    62.56752    57.14580
-0.1   7100  4.20  2.00   78.00    0.00074525425  0.97930    62.81163    57.14580
-0.1   7100  4.20  2.00   72.00    0.00074566322  0.97934    62.84609    57.14580
-0.1   7200  4.20  2.00   88.00    0.00074817868  0.97804    63.05810    57.14580
-0.2   7200  4.20  2.00   88.00    0.00074930872  0.97891    63.15334    57.14580
-0.1   7100  4.20  2.00   80.00    0.00075101026  0.97928    63.29675    57.14580
-0.1   7100  4.20  2.00   70.00    0.00075238504  0.97935    63.41262    57.14580
-0.2   7100  4.20  2.00   60.00    0.00075240835  0.98023    63.41459    57.14580
-0.1   7300  4.20  2.00   72.00    0.00075245633  0.97700    63.41863    57.14580
-0.1   7300  4.20  2.00   74.00    0.00075320458  0.97699    63.48170    57.14580
-0.1   7300  4.20  2.00   70.00    0.00075477213  0.97701    63.61381    57.14580
-0.1   7300  4.20  2.00   76.00    0.00075684853  0.97698    63.78882    57.14580
-0.2   7100  4.20  2.00   90.00    0.00075695480  0.98003    63.79777    57.14580
-0.1   7100  4.20  2.00   82.00    0.00075936351  0.97926    64.00078    57.14580
-0.1   7300  4.20  2.00   68.00    0.00076029264  0.97702    64.07909    57.14580
-0.1   7100  4.20  2.00   68.00    0.00076269412  0.97936    64.28149    57.14580
-0.1   7200  4.20  2.00   60.00    0.00076299468  0.97822    64.30683    57.14580
-0.1   7300  4.20  2.00   78.00    0.00076320644  0.97696    64.32467    57.14580
-0.1   7200  4.20  2.00   90.00    0.00076500192  0.97801    64.47600    57.14580
-0.2   7200  4.20  2.00   90.00    0.00076694173  0.97889    64.63949    57.14580
-0.1   7300  4.20  2.00   66.00    0.00076908166  0.97702    64.81985    57.14580
-0.1   7100  4.20  2.00   84.00    0.00076994245  0.97923    64.89240    57.14580
-0.1   7300  4.20  2.00   80.00    0.00077203653  0.97695    65.06889    57.14580
-0.2   7100  4.20  2.00   92.00    0.00077492588  0.98000    65.31241    57.14580
-0.1   7100  4.20  2.00   66.00    0.00077662215  0.97937    65.45538    57.14580
-0.1   7300  4.20  2.00   64.00    0.00078123099  0.97703    65.84382    57.14580
-0.1   7100  4.20  2.00   86.00    0.00078252681  0.97921    65.95304    57.14580
-0.1   7200  4.20  2.00   92.00    0.00078294954  0.97799    65.98866    57.14580
-0.1   7300  4.20  2.00   82.00    0.00078317355  0.97693    66.00754    57.14580
-0.2   7200  4.20  2.00   92.00    0.00078560763  0.97886    66.21269    57.14580
-0.2   7100  4.20  2.00   94.00    0.00079396057  0.97998    66.91670    57.14580
-0.1   7100  4.20  2.00   64.00    0.00079431027  0.97938    66.94617    57.14580
-0.1   7300  4.20  2.00   84.00    0.00079625399  0.97691    67.10999    57.14580
-0.1   7100  4.20  2.00   88.00    0.00079683637  0.97918    67.15908    57.14580
-0.1   7300  4.20  2.00   62.00    0.00079685655  0.97703    67.16078    57.14580
-0.2   7300  4.20  2.00   72.00    0.00079720885  0.97783    67.19047    57.14580
-0.2   7300  4.20  2.00   70.00    0.00079748701  0.97784    67.21391    57.14580
-0.3   7100  4.20  2.00   72.00    0.00079870883  0.98095    67.31689    57.14580
-0.3   7100  4.20  2.00   74.00    0.00079969192  0.98094    67.39975    57.14580
-0.2   7300  4.20  2.00   74.00    0.00079977101  0.97782    67.40641    57.14580
-0.3   7100  4.20  2.00   70.00    0.00080067731  0.98096    67.48280    57.14580
-0.2   7300  4.20  2.00   68.00    0.00080072847  0.97784    67.48711    57.14580
-0.1   7200  4.20  2.00   94.00    0.00080194822  0.97796    67.58991    57.14580
-0.3   7100  4.20  2.00   76.00    0.00080347487  0.98093    67.71858    57.14580
-0.2   7300  4.20  2.00   76.00    0.00080501894  0.97781    67.84872    57.14580
-0.2   7200  4.20  2.00   94.00    0.00080524993  0.97884    67.86819    57.14580
-0.3   7100  4.20  2.00   68.00    0.00080573444  0.98096    67.90903    57.14580
-0.2   7300  4.20  2.00   66.00    0.00080700860  0.97785    68.01641    57.14580
-0.2   7000  4.20  2.00   76.00    0.00080840075  0.98124    68.13375    57.14580
-0.2   7000  4.20  2.00   74.00    0.00080844741  0.98125    68.13768    57.14580
-0.3   7100  4.20  2.00   78.00    0.00080989470  0.98092    68.25966    57.14580
-0.1   7300  4.20  2.00   86.00    0.00081108465  0.97689    68.35995    57.14580
-0.2   7000  4.20  2.00   78.00    0.00081137482  0.98122    68.38441    57.14580
-0.2   7000  4.20  2.00   72.00    0.00081167821  0.98126    68.40998    57.14580
-0.1   7100  4.20  2.00   90.00    0.00081266161  0.97916    68.49286    57.14580
-0.2   7300  4.20  2.00   78.00    0.00081278188  0.97780    68.50300    57.14580
-0.2   7100  4.20  2.00   96.00    0.00081376805  0.97995    68.58611    57.14580
-0.3   7100  4.20  2.00   66.00    0.00081394222  0.98097    68.60079    57.14580
-0.1   7100  4.20  2.00   62.00    0.00081590107  0.97938    68.76589    57.14580
-0.1   7300  4.20  2.00   60.00    0.00081593152  0.97703    68.76846    57.14580
-0.2   7300  4.20  2.00   64.00    0.00081639972  0.97785    68.80792    57.14580
-0.2   7000  4.20  2.00   80.00    0.00081711619  0.98120    68.86830    57.14580
-0.2   7000  4.20  2.00   70.00    0.00081829068  0.98128    68.96729    57.14580
-0.3   7100  4.20  2.00   80.00    0.00081872106  0.98090    69.00357    57.14580
-0.1   7200  4.20  2.00   96.00    0.00082171477  0.97793    69.25588    57.14580
-0.2   7300  4.20  2.00   80.00    0.00082283572  0.97779    69.35036    57.14580
-0.3   7100  4.20  2.00   64.00    0.00082537935  0.98097    69.56474    57.14580
-0.2   7000  4.20  2.00   82.00    0.00082544136  0.98118    69.56997    57.14580
-0.2   7200  4.20  2.00   96.00    0.00082558562  0.97881    69.58213    57.14580
-0.1   7300  4.20  2.00   88.00    0.00082741174  0.97687    69.73603    57.14580
-0.2   7000  4.20  2.00   68.00    0.00082843729  0.98128    69.82247    57.14580
-0.2   7300  4.20  2.00   62.00    0.00082899570  0.97786    69.86953    57.14580
-0.1   7100  4.20  2.00   92.00    0.00082971321  0.97913    69.93001    57.14580
-0.3   7100  4.20  2.00   82.00    0.00082982062  0.98089    69.93906    57.14580
-0.2   7100  4.20  2.00   98.00    0.00083417455  0.97992    70.30602    57.14580
-0.2   7300  4.20  2.00   82.00    0.00083504885  0.97777    70.37971    57.14580
-0.2   7000  4.20  2.00   84.00    0.00083599076  0.98116    70.45909    57.14580
-0.3   7100  4.20  2.00   62.00    0.00084015829  0.98098    70.81034    57.14580
-0.1   7100  4.20  2.00   60.00    0.00084135074  0.97939    70.91084    57.14580
-0.1   7200  4.20  2.00   98.00    0.00084207649  0.97790    70.97201    57.14580
-0.2   7000  4.20  2.00   66.00    0.00084216247  0.98129    70.97926    57.14580
-0.3   7100  4.20  2.00   84.00    0.00084283620  0.98087    71.03604    57.14580
-0.2   7300  4.20  2.00   60.00    0.00084477827  0.97786    71.19972    57.14580
